214;1539990;2000000;NULL;NULL;ASUS;NULL;16GB-512GB SSD;ExpertBook;Intel Core i5;16GB;512GB SSD
215;2899990;3500000;NULL;NULL;Lenovo;NULL;16GB-512GB SSD;ThinkPad;NULL;16GB;512GB SSD
216;2249990;3000000;NULL;NULL;Lenovo;Ultra 5;8GB-512GB SSD;ThinkPad;Intel Core Ultra 5;8GB;512GB SSD
217;3499990;4000000;NULL;NULL;Dell;NULL;16GB-512GB SSD;Alienware;NULL;8GB;512GB SSD
218;1979990;2500000;NULL;NULL;Dell;Ultra 5;8GB-512GB SSD;Latitude;Intel Core Ultra 5;8GB;512GB SSD
219;1799990;2150000;NULL;NULL;Asus;M1;8GB-512GB SSD;Vivobook;Apple M1;8GB;512GB SSD
220;4409990;4800000;NULL;NULL;Dell;NULL;NULL;Alienware;NULL;8GB;1TB SSD
221;2399990;2800000;NULL;NULL;HP;Ultra 7;NULL;OmniBook;Intel Core Ultra 7;16GB;1TB SSD
222;3019990;3500000;NULL;NULL;HP;NULL;16GB-512GB SSD;Victus;Intel Core i7;16GB;512GB SSD
223;2869990;2999990;NULL;NULL;Apple;M4;NULL;MacBook;NULL;NULL;NULL
224;1344990;1450000;NULL;NULL;Dell;Ryzen 5;NULL;Inspiron;AMD Ryzen 5;8GB;256GB SSD
225;1199990;1699990;5;4;Infinix;Core i7;512GB SSD;Inbook;Intel Core i7;8GB;512GB SSD
226;2429990;3800000;NULL;NULL;Apple;Core i5;NULL;MacBook;Intel Core i5;8GB;512GB SSD
227;1459990;1749990;NULL;NULL;HP;Core i5;NULL;Other;Intel Core i5;8GB;512GB SSD
228;1874990;2300000;NULL;NULL;Dell;Core i7;8GB-512GBSSD;Inspiron;Intel Core i7;8GB;512GB SSD
229;4069990;4200000;NULL;NULL;Apple;M2;NULL;MacBook;Apple M2;8GB;512GB SSD
230;1079990;1250000;NULL;NULL;HP;Core i3;NULL;Other;Intel Core i3;4GB;256GB SSD
